source_file,source_sheet,invoice_no,date,client_name,address,sku,qty,unit_price,subtotal,tax,total,sector,company_name,brand_names,column1,column2,column3,column4,column5,email,phone,contact_person,website,fax,company,segment,activity,name_title_of_contact_person,email_address,nan,collaboration_human_resource,addrress,tel,mobile_number,remarks,source,business_name,phone_number,contact_detail,email_adress,company_information,follow_up,name_of_company,contact_no,candidates,category,number_977,passport_validation,selection,turnover,contact_number,number,called_for_expatriate,cbris_turnover,emails,names_assistant_administrative,age,employed_not_employed,qualifications,salary_expectation,availability,,contact,companies,contact_person_remarks,names_of_clinics,follow_up_by_arzina,follow_up_eoy_yaseerah_17_09_2024,call_done_fatima_zahra,follow_up_on_mails,follow_up_1,follow_up_2,follow_up_deepsha_09_10_24,talked_to,talked_to_2024,follow_up_by_deepsha,prospect_bt_deepsha,9,name_of_supermarket,contact_details,1st_follow_up_10_08_23,2nd_follow_up_30_07_2024_by_victoria,follow_up_by_victoria,add,email_add,1st_follow_up,2nd_follow_up,names_of_agents,contacted_on_whatsapp,name_of_agents,3rd_follow_up_made_by_victoria,talk_to,follow_up_by_victoria_07_08_24,follow_up_yaseerah_eoy_16_09,applicant_name,add_2,follow_up_july_2024,follow_up_by_arzina_21_08_2024,follow_up_by_ruhainah_09_05_2025,status,21_07_2023,24_07_2023,31_07_2023,2023_01_08_00_00_00,2023_04_08_00_00_00,2023_07_08_00_00_00,17_08_2023,21_08_2023,22_08_2023,14_05_2024,follow_up_by_victoria_14_08_2024,date_02_09_24_hitisha,follow_up_july_august_2024_by_nuzhah,follow_up_september_2024_by_09_09_2024_yaseerah,follow_up_august_2024_by_nuzhah,eoy_yaseerah_17_09_2024,01_08_2024_arzinah,follow_up_eoy_yaseerah_16_09_2024_17_09_24,follow_up_end_of_year_yaseerah_19_09,agency_name_nepal,follow_up_17_09_2024_yaseerah_end_of_year,person,mail,report_call_for_end_of_year_party,11_6_2023zakia,date_02_09_24_deepsha,updated_email,follow_up_by_nuzhah,follow_up_yaseerah_20_09_24,remarks_10_09_2024_yaseerah,call_remarks_12_09_2024_yaseerah,remarks_called_made_by_victoria_on_02_10_2024,follow_up_on_client_by_victoria_on_04_02_24,remarks_10_09_2024_12_09_2024_yaseerah,remarks_04_10_yaseerah,remark_deepsha_08_10_24,spoke_to,remarks_yaseerah_07_10,name_of_companies,adress,30_09,remarks_yaseerah,follow_up_no_answer_calls_01_10,priority,degree,telephone_number,scheduled_time_for_interview
EXCEL 1.xlsx,CAR DEALERS,,,Autospot ltd,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,autospot.mu@gmail.com,,,,686 2324,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,AUTO TRADER COMPANY LTD,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,autotrader23@gmail.com,,,,686 2323,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Dagenham Motors,Curepipe,,,,,,0.0,,,,,,,,,,,,,,,,,,contact@dagenham.intnet.mu,,,,696 7000,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,MG Mauritius,Quatre Bornes,,,,,,0.0,,,,,,,,,,,,,,,,,,contact@rdc.mu,,,,212 9291,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,ABC Car Gallery & Porsche Center,Quatre Bornes,,,,,,0.0,,,,,,,,,,,,,,,,,,customerexperience@abcmotors.mu,,,,601 9900,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,ABC Motors Co. Ltd,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,customerexperience@abcmotors.mu,,,,206 9900,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Toyota (Mauritius) Ltd,Moka,,,,,,0.0,,,,,,,,,,,,,,,,,,customerrelations@toyotamauritius.com.,,,,460 5200,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,D.Rajoo motors,Quartier militaire,,,,,,0.0,,,,,,,,,,,,,,,,,,drajoo@live.com,,,,nan,5257 3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,CarClub Ltd,St Pierre,,,,,,0.0,,,,,,,,,,,,,,,,,,engineering@carclub.mu.,,,,nan,5942 3870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Euromotors Co Ltd,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,euromotors@intnet.mu.,,,,nan,5924 5438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,F.Calla Auto Centre Co Ltd,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,f.calla@myt.mu,,,,286 3760,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Hamedo Car Plaza Ltd,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,hamedo@intnet.mu,,,,696 3693,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Hosram Car Rental Mauritius,Grand baie,,,,,,0.0,,,,,,,,,,,,,,,,,,hosramcarrental@gmail.com,,,,nan,5757 3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Iframac Ltd,Phoenix,,,,,,0.0,,,,,,,,,,,,,,,,,,iframac@intnet.mu,,,,207 4300,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Adapro Ltd,Moka,,,,,,0.0,,,,,,,,,,,,,,,,,,info.adapro@myt.mu,,,,433 6220,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Allied Motors,Moka,,,,,,0.0,,,,,,,,,,,,,,,,,,info@alliedmotors.co.,,,,401 2900,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Autogarant Co Ltd,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,info@autogarantmu.com,,,,686 6060,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,By The Way Ltd - Cars for sale,Moka,,,,,,0.0,,,,,,,,,,,,,,,,,,info@bytheway.mu,,,,nan,5944 4331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Ganga Auto World Co Ltd,Flacq,,,,,,0.0,,,,,,,,,,,,,,,,,,info@gangaautoworld.com,,,,nan,5259 3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,JMC Mauritius,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,info@jmc.mu,,,,206 9946,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,ŠKODA Mauritius,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,info@pragueauto.mu,,,,213 9137,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Real Automobile Agency Ltd,Morcellement St Andre,,,,,,0.0,,,,,,,,,,,,,,,,,,info@realautomobile.com,,,,261 6067,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,VKB Car Rental,nan,,,,,,0.0,,,,,,,,,,,,,,,,,,info@vkbworld.com,,,,nan,5250 7597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Imperial Auto LTD,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,jane@imperialauto.in,,,,216 5103,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Dan Motors Ltd,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,khagesh@teeluck.net,,,,248 2813,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,United Motors Ltd (UML),Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,leal@lealgroup.mu,,,,202 8800,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Lumiere Auto Ltd,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,lumiereauto@outlook.com,,,,696 7020,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Mahacar company ltd,St Pierre,,,,,,0.0,,,,,,,,,,,,,,,,,,mahacar@intnet.mu,,,,nan,5253 6345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Axess Ltd,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,marketing@axess.mu,,,,206 4300,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Phoenix Car Gallery,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,nayaz.oozir@gmail.com,,,,696 2117,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Premier Motor Ltd,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,premier@brunet.bn,,,,249 1836,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Car Shop Ltd,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,s.elahee@carshop.mu,,,,697 0600,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Royal Motors Ltd,Curepipe,,,,,,0.0,,,,,,,,,,,,,,,,,,salesroyalmotors@myt.mu,,,,nan,5250 8266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Tiremaster Ltd,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,showroom1@tiremaster.mu,,,,696 0674,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Salim Auto Co.Ltd,Moka,,,,,,0.0,,,,,,,,,,,,,,,,,,skauto@intnet.mu,,,,418 2063,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Star Motors Ltd,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,starsmotor@live.com,,,,686 1136,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Tssl Motors,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,tsslmotors@outlook.com,,,,427 2783,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,UNIQUE MOTORS CO LTD,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,uniquemotorscoltd@gmail.com,,,,nan,5255 4786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,BS Motors Ltd,Flacq,,,,,,0.0,,,,,,,,,,,,,,,,,,vinand28@gmail.com.,,,,nan,5763 1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Your Dream Motors LTD,Moka,,,,,,0.0,,,,,,,,,,,,,,,,,,yourdreammotorsltd@gmail.com,,,,433 8026,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,SUNSHINE AUTO LTD,curepipe,,,,,,0.0,,,,,,,,,,,,,,,,,,nan,,,,nan,5255 5955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Mercedes Benz Mauritius - Showroom and Quick Service Center,Phoenix,,,,,,0.0,,,,,,,,,,,,,,,,,,nan,,,,402 1200,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Auto Direct,Rose Hill,,,,,,0.0,,,,,,,,,,,,,,,,,,nan,,,,nan,5856 7108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,RG's Motors Ltd,Moka,,,,,,0.0,,,,,,,,,,,,,,,,,,nan,,,,433 8026,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,Automake,Vacoas,,,,,,0.0,,,,,,,,,,,,,,,,,,nan,,,,696 4636,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCEL 1.xlsx,CAR DEALERS,,,LexpressCars.mu,Port Louis,,,,,,0.0,,,,,,,,,,,,,,,,,,nan,,,,206 8200,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
